"Anno di Riferimento";"Codice Voce Contabile";"Descrizione Voce Contabile";"Importo Totale";"Data Aggiornamento";
"2010";"B02510";"B.2.B.1.1)   Lavanderia";535063000.00;"31/07/2013";
"2010";"B02515";"B.2.B.1.2)   Pulizia";1200367000.00;"31/07/2013";
"2010";"B02520";"B.2.B.1.3)   Mensa";765555000.00;"31/07/2013";
"2010";"B02525";"B.2.B.1.4)   Riscaldamento";490857000.00;"31/07/2013";
"2010";"B02530";"B.2.B.1.5)   Elaborazione dati";306556000.00;"31/07/2013";
"2010";"B02535";"B.2.B.1.6)   Servizi trasporti (non sanitari)";84522000.00;"31/07/2013";
"2010";"B02540";"B.2.B.1.7)   Smaltimento rifiuti";210264000.00;"31/07/2013";
"2010";"B02545";"B.2.B.1.8)   Utenze telefoniche";241682000.00;"31/07/2013";
"2010";"B02550";"B.2.B.1.9)   Utenze elettricita'";569614000.00;"31/07/2013";
"2010";"B02555";"B.2.B.1.10)   Altre utenze";239353000.00;"31/07/2013";
"2010";"B02560";"B.2.B.1.11)  Premi di assicurazione";682995000.00;"31/07/2013";
"2010";"B02565";"B.2.B.1.11.A)  Premi di assicurazione - R.C. Professionale";545562000.00;"31/07/2013";
"2010";"B02570";"B.2.B.1.11.B)  Premi di assicurazione - Altri premi assicurativi";137433000.00;"31/07/2013";
"2010";"B02575";"B.2.B.1.12) Altri servizi non sanitari";1715740000.00;"31/07/2013";
"2010";"B02585";"B.2.B.1.12.B) Altri servizi non sanitari da pubblico";212002000.00;"31/07/2013";
"2010";"B02590";"B.2.B.1.12.C) Altri servizi non sanitari da privato";1503738000.00;"31/07/2013";
"2010";"B02595";"B.2.B.2)  Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie";296517000.00;"31/07/2013";
"2010";"B02600";"B.2.B.2.1) Consulenze non sanitarie  V/Asl-AO, IRCCS, Policlinici della Regione";208000.00;"19/03/2012";
"2010";"B02605";"B.2.B.2.2) Consulenze non sanitarie  da Terzi - Altri enti pubblici";3798000.00;"31/07/2013";
"2010";"B02610";"B.2.B.2.3) Consulenze, Collaborazioni,  Interinale e altre prestazioni di lavoro non sanitarie da privato";282641000.00;"31/07/2013";
"2010";"B02615";"B.2.B.2.3.A) Consulenze non sanitarie da privato";82581000.00;"31/07/2013";
"2010";"B02620";"B.2.B.2.3.B) Collaborazioni coordinate e continuative non sanitarie da privato";41462000.00;"31/07/2013";
"2010";"B02625";"B.2.B.2.3.C) Lavoro interinale -area non sanitaria";100882000.00;"31/07/2013";
"2010";"B02630";"B.2.B.2.3.D) Altre collaborazioni e prestazioni di lavoro -area non sanitaria";57716000.00;"31/07/2013";
"2010";"B02635";"B.2.B.2.4) Rimborso oneri stipendiali del personale non sanitario in comando";9870000.00;"31/07/2013";
"2010";"B02640";"B.2.B.2.4.A) Rimborso oneri stipendiali personale non sanitario in comando da Asl-AO, IRCCS, Policlinici della Regione";76000.00;"23/06/2011";
"2010";"B02645";"B.2.B.2.4.B) Rimborso oneri stipendiali personale non sanitario in comando da Regioni, Enti Pubblici e da Universita'";9231000.00;"31/07/2013";
"2010";"B02650";"B.2.B.2.4.C) Rimborso oneri stipendiali personale non sanitario in comando da aziende di altre Regioni (Extraregione)";563000.00;"07/04/2012";
"2010";"B02655";"B.2.B.3) Formazione (esternalizzata e non)";147888000.00;"31/07/2013";
"2010";"B02660";"B.2.B.3.1) Formazione (esternalizzata e non) da pubblico";50697000.00;"31/07/2013";
"2010";"B02665";"B.2.B.3.2) Formazione (esternalizzata e non) da privato";97191000.00;"31/07/2013";
"2010";"B03000";"B.3)  Manutenzione e riparazione (ordinaria esternalizzata)";1792978000.00;"31/07/2013";
"2010";"B03005";"B.3.A)  Manutenzione e riparazione agli immobili e loro pertinenze";631181000.00;"31/07/2013";
"2010";"B03010";"B.3.B)  Manutenzione e riparazione ai mobili e macchine";163407000.00;"31/07/2013";
"2010";"B03015";"B.3.C)  Manutenzione e riparazione alle attrezzature tecnico-scientifico sanitarie";768440000.00;"31/07/2013";
"2010";"B03020";"B.3.D)  Manutenzione e riparazione per la manut. di automezzi (sanitari e non)";26871000.00;"31/07/2013";
"2010";"B03025";"B.3.E)  Altre manutenzioni e riparazioni";203079000.00;"31/07/2013";
"2010";"B04000";"B.4)   Godimento di beni di terzi";972021000.00;"31/07/2013";
"2010";"B04005";"B.4.A)  Affitti passivi";211853000.00;"31/07/2013";
"2010";"B04010";"B.4.B)  Canoni di noleggio";612516000.00;"31/07/2013";
"2010";"B04015";"B.4.B.1) Canoni di noleggio - area sanitaria";440934000.00;"31/07/2013";
"2010";"B04020";"B.4.B.2) Canoni di noleggio - area non sanitaria";171582000.00;"31/07/2013";
"2010";"B04025";"B.4.C)  Canoni di leasing";147652000.00;"31/07/2013";
"2010";"B04030";"B.4.C.1) Canoni di leasing - area sanitaria";119409000.00;"31/07/2013";
"2010";"B04035";"B.4.C.2) Canoni di leasing - area non sanitaria";28243000.00;"31/07/2013";
"2010";"B05000";"B.5)   Personale del ruolo sanitario";29022258000.00;"31/07/2013";
"2010";"B05005";"B.5.A) Costo del personale dirigente ruolo sanitario";14726354000.00;"31/07/2013";
"2010";"B05010";"B.5.A.1) Costo del personale dirigente medico";13395167000.00;"31/07/2013";
"2010";"B05015";"B.5.A.2) Costo del personale dirigente non medico";1331187000.00;"31/07/2013";
"2010";"B05020";"B.5.B) Costo del personale comparto ruolo sanitario";14295904000.00;"31/07/2013";
"2010";"B05089";"Totale Costo del personale";36207462000.00;"31/07/2013";
"2010";"B06000";"B.6)   Personale del ruolo professionale";140061000.00;"31/07/2013";
"2010";"B06005";"B.6.A) Costo del personale dirigente ruolo professionale";126090000.00;"31/07/2013";
"2010";"B06010";"B.6.B) Costo del personale comparto ruolo professionale";13971000.00;"31/07/2013";
"2010";"B07000";"B.7)   Personale del ruolo tecnico";4147881000.00;"31/07/2013";
"2010";"B07005";"B.7.A) Costo del personale dirigente ruolo tecnico";104187000.00;"31/07/2013";
"2010";"B07010";"B.7.B) Costo del personale comparto ruolo tecnico";4043694000.00;"31/07/2013";
"2010";"B08000";"B.8)   Personale del ruolo amministrativo";2897262000.00;"31/07/2013";
"2010";"B08005";"B.8.A) Costo del personale dirigente ruolo amministrativo";301971000.00;"31/07/2013";
"2010";"B08010";"B.8.B) Costo del personale comparto ruolo amministrativo";2595291000.00;"31/07/2013";
"2010";"B09000";"B.9)   Oneri diversi di gestione";581343000.00;"31/07/2013";
"2010";"B09005";"B.9.A)  Imposte e tasse (escluso Irap e Ires)";99466000.00;"31/07/2013";
"2010";"B09010";"B.9.B)  Perdite su crediti";628000.00;"26/01/2012";
"2010";"B09015";"B.9.C) Altri oneri diversi di gestione";481249000.00;"31/07/2013";
"2010";"B09020";"B.9.C.1)  Indennita', rimborso spese e oneri sociali per gli Organi Direttivi e Collegio Sindacale";188724000.00;"31/07/2013";
"2010";"B09025";"B.9.C.2)  Altri oneri diversi di gestione";292525000.00;"31/07/2013";
"2010";"B10000";"B.10) Ammortamenti delle immobilizzazioni immateriali";148291000.00;"31/07/2013";
"2010";"B11000";"B.11) Ammortamento dei fabbricati";900113000.00;"31/07/2013";
"2010";"B11005";"B.11.A) Ammortamenti fabbricati non strumentali (disponibili)";18699000.00;"31/07/2013";
"2010";"B11010";"B.11.B) Ammortamenti fabbricati strumentali (indisponibili)";881414000.00;"31/07/2013";
"2010";"B11129";"Totale Ammortamenti delle immobilizzazioni materiali";2241494000.00;"31/07/2013";
"2010";"B12000";"B.12) Ammortamenti delle altre immobilizzazioni materiali";1341381000.00;"31/07/2013";
"2010";"B13000";"B.13) Svalutazione dei crediti";82080000.00;"31/07/2013";
"2010";"B14000";"B.14) Variazione delle rimanenze";-129073000.00;"31/07/2013";
"2010";"B14005";"B.14.A) Variazione rimanenze sanitarie";-127957000.00;"31/07/2013";
"2010";"B14010";"B.14.B) Variazione rimanenze non sanitarie";-1116000.00;"31/07/2013";
"2010";"B15000";"B.15) Accantonamenti tipici dell'esercizio";1306133000.00;"31/07/2013";
"2010";"B15005";"B.15.A) Accantonamenti per rischi";588303000.00;"31/07/2013";
"2010";"B15010";"B.15.A.1)  Accantonamenti per cause civili ed oneri processuali";307196000.00;"31/07/2013";
"2010";"B15015";"B.15.A.2)  Accantonamenti per contenzioso personale dipendente";42337000.00;"31/07/2013";
"2010";"B15020";"B.15.A.3) Altri accantonamenti per rischi";238770000.00;"31/07/2013";
"2010";"B15025";"B.15.B) Accantonamenti per premio di operosita'";56512000.00;"31/07/2013";
"2010";"B15030";"B.15.C) Altri accantonamenti";661318000.00;"31/07/2013";
"2010";"B15035";"B.15.C.1)  Accantonamenti per interessi di mora";80488000.00;"31/07/2013";
"2010";"B15040";"B.15.C.2)  Acc. Rinnovi convenzioni MMG/Pls/MCA ed altri";69037000.00;"31/07/2013";
"2010";"B15045";"B.15.C.3)  Acc. Rinnovi contratt. - dirigenza medica";10771000.00;"07/04/2012";
"2010";"B15050";"B.15.C.4)  Acc. Rinnovi contratt.- dirigenza non medica";1510000.00;"19/03/2012";
"2010";"B15055";"B.15.C.5)  Acc. Rinnovi contratt.: - comparto";5190000.00;"19/03/2012";
"2010";"B15060";"B.15.C.6) Altri accantonamenti";494322000.00;"31/07/2013";
"2010";"B99999";"Totale costi della produzione (B)";114408000000.00;"31/07/2013";
"2010";"C01000";"C.1) Interessi attivi";21420000.00;"31/07/2013";
"2010";"C01005";"C.1.A) Interessi attivi su c/tesoreria";15573000.00;"31/07/2013";
"2010";"C01010";"C.1.B) Interessi attivi su c/c postali e bancari";3968000.00;"31/07/2013";
"2010";"C01015";"C.1.C) Altri interessi attivi";1879000.00;"31/07/2013";
"2010";"C02000";"C.2) Altri proventi";2831000.00;"07/04/2012";
"2010";"C02005";"C.2.A) Proventi da partecipazioni";279000.00;"04/11/2011";
"2010";"C02010";"C.2.B) Proventi finanziari da crediti iscritti nelle immobilizzazioni";2000.00;"29/06/2011";
"2010";"C02015";"C.2.C) Proventi finanziari da titoli iscritti nelle immobilizzazioni";82000.00;"30/06/2011";
"2010";"C02020";"C.2.D) Altri proventi finanziari diversi dai precedenti";2455000.00;"07/04/2012";
"2010";"C02025";"C.2.E) Utili su cambi";13000.00;"26/01/2012";
"2010";"C03000";"C.3)  Interessi passivi";381303000.00;"31/07/2013";
"2010";"C03005";"C.3.A) Interessi passivi su c/c tesoreria";70629000.00;"31/07/2013";
"2010";"C03010";"C.3.B) Interessi passivi su mutui";76349000.00;"07/04/2012";
"2010";"C03015";"C.3.C) Altri interessi passivi";234325000.00;"31/07/2013";
"2010";"C04000";"C.4)  Altri oneri";33886000.00;"31/07/2013";
"2010";"C04005";"C.4.A) Altri oneri finanziari";33811000.00;"31/07/2013";
"2010";"C04010";"C.4.B) Perdite su cambi";75000.00;"30/06/2011";
"2010";"C99999";"Totale proventi e oneri finanziari (C)";-390938000.00;"31/07/2013";
"2010";"D01000";"D.1)  Rivalutazioni";918000.00;"07/04/2012";
"2010";"D02000";"D.2)  Svalutazioni";252000.00;"07/04/2012";
"2010";"D99999";"Totale rettifiche di valore di attivita' finanziarie (D)";666000.00;"07/04/2012";
"2010";"E01000";"E.1) Proventi straordinari";940652000.00;"31/07/2013";
"2010";"E01005";"E.1.A) Plusvalenze";17222000.00;"31/07/2013";
"2010";"E01010";"E.1.B) Altri proventi straordinari";923430000.00;"31/07/2013";
"2010";"E01015";"E.1.B.1) Proventi da donazioni e liberalita' diverse";13904000.00;"31/07/2013";
"2010";"E01020";"E.1.B.2) Sopravvenienze attive";501841000.00;"31/07/2013";
"2010";"E01025";"E.1.B.2.1) Sopravvenienze Attive v/Asl-AO, IRCCS, Policlinici";14000.00;"19/03/2012";
"2010";"E01030";"E.1.B.2.2) Sopravvenienze Attive v/terzi";501827000.00;"31/07/2013";
"2010";"E01035";"E.1.B.2.2.A) Sopravvenienze attive v/terzi relative alla mobilita' extraregionale";29174000.00;"31/07/2013";
"2010";"E01040";"E.1.B.2.2.B) Sopravvenienze attive v/terzi relative al personale";51732000.00;"31/07/2013";
"2010";"E01045";"E.1.B.2.2.C) Sopravvenienze attive v/terzi relative alle convenzioni con medici di base";15967000.00;"31/07/2013";
"2010";"E01050";"E.1.B.2.2.D) Sopravvenienze attive v/terzi relative alle convenzioni per la specialistica";8075000.00;"31/07/2013";
"2010";"E01055";"E.1.B.2.2.E) Sopravvenienze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";37740000.00;"31/07/2013";
"2010";"E01060";"E.1.B.2.2.F) Sopravvenienze attive v/terzi relative all'acquisto di beni e servizi";95805000.00;"31/07/2013";
"2010";"E01065";"E.1.B.2.2.G) Altre sopravvenienze attive v/terzi";263334000.00;"31/07/2013";
"2010";"E01070";"E.1.B.3) Insussistenze attive";388499000.00;"31/07/2013";
"2010";"E01075";"E.1.B.3.1) Insussistenze Attive v/Asl-AO, IRCCS, Policlinici";7000.00;"31/07/2013";
"2010";"E01080";"E.1.B.3.2) Insussistenze Attive v/terzi";388492000.00;"31/07/2013";
"2010";"E01085";"E.1.B.3.2.A) Insussistenze attive v/terzi relative alla mobilita' extraregionale";1140000.00;"07/04/2012";
"2010";"E01090";"E.1.B.3.2.B) Insussistenze attive v/terzi relative al personale";72299000.00;"31/07/2013";
"2010";"E01095";"E.1.B.3.2.C) Insussistenze attive v/terzi relative alle convenzioni con medici di base";7854000.00;"31/07/2013";
"2010";"E01100";"E.1.B.3.2.D) Insussistenze attive v/terzi relative alle convenzioni per la specialistica";1251000.00;"07/04/2012";
"2010";"E01105";"E.1.B.3.2.E) Insussistenze attive v/terzi relative all'acquisto prestaz. Sanitarie da operatori accreditati";61530000.00;"31/07/2013";
"2010";"E01110";"E.1.B.3.2.F) Insussistenze attive v/terzi relative all'acquisto di beni e servizi";108289000.00;"31/07/2013";
"2010";"E01115";"E.1.B.3.2.G) Altre Insussistenze attive v/terzi";136129000.00;"31/07/2013";
"2010";"E01120";"E.1.B.4) Altri proventi straordinari";19186000.00;"31/07/2013";
"2010";"E02000";"E.2) Oneri straordinari";937660000.00;"31/07/2013";
"2010";"E02005";"E.2.A) Minusvalenze";12437000.00;"31/07/2013";
"2010";"E02010";"E.2.B) Altri oneri straordinari";925223000.00;"31/07/2013";
"2010";"E02015";"E.2.B.1) Oneri tributari da esercizi precedenti";3102000.00;"07/04/2012";
"2010";"E02020";"E.2.B.2) Oneri da cause civili";50570000.00;"07/04/2012";
"2010";"E02025";"E.2.B.3) Sopravvenienze passive";778292000.00;"31/07/2013";
"2010";"E02030";"E.2.B.3.1) Sopravvenienze passive v/Asl-AO, IRCCS, Policlinici";15000.00;"31/07/2013";
"2010";"E02040";"E.2.B.3.1.B) Altre sopravvenienze passive v/Asl-Ao,Irccs,Pol.";15000.00;"31/07/2013";
"2010";"E02045";"E.2.B.3.2) Sopravvenienze passive v/terzi";778277000.00;"31/07/2013";
"2010";"E02050";"E.2.B.3.2.A) Sopravvenienze passive v/terzi relative alla mobilita' extraregionale";36721000.00;"31/07/2013";
"2010";"E02055";"E.2.B.3.2.B) Sopravvenienze passive v/terzi relative al personale";133042000.00;"31/07/2013";
"2010";"E02060";"E.2.B.3.2.B.1) Soprav. passive v/terzi relative al personale - dirigenza medica";71277000.00;"31/07/2013";
"2010";"E02065";"E.2.B.3.2.B.2) Soprav. passive v/terzi relative al personale - dirigenza non medica";12247000.00;"31/07/2013";
"2010";"E02070";"E.2.B.3.2.B.3) Soprav. passive v/terzi relative al personale - comparto";49518000.00;"31/07/2013";
"2010";"E02075";"E.2.B.3.2.C) Sopravvenienze passive v/terzi relative alle convenzioni con medici di base";23510000.00;"31/07/2013";
"2010";"E02080";"E.2.B.3.2.D) Sopravvenienze passive v/terzi relative alle convenzioni per la specialistica";16502000.00;"07/04/2012";
"2010";"E02085";"E.2.B.3.2.E) Sopravvenienze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";90907000.00;"31/07/2013";
"2010";"E02090";"E.2.B.3.2.F) Sopravvenienze passive v/terzi relative all'acquisto di beni e servizi";289210000.00;"31/07/2013";
"2010";"E02095";"E.2.B.3.2.G) Altre sopravvenienze passive v/terzi";188385000.00;"31/07/2013";
"2010";"E02100";"E.2.B.4) Insussistenze passive";91912000.00;"31/07/2013";
"2010";"E02105";"E.2.B.4.1) Insussistenze passive v/Asl-AO, IRCCS, Policlinici";3868000.00;"31/07/2013";
"2010";"E02110";"E.2.B.4.2) Insussistenze passive v/terzi";88044000.00;"31/07/2013";
"2010";"E02115";"E.2.B.4.2.A) Insussistenze passive v/terzi relative alla mobilita' extraregionale";3607000.00;"04/11/2011";
"2010";"E02120";"E.2.B.4.2.B) Insussistenze passive v/terzi relative al personale";767000.00;"07/04/2012";
"2010";"E02125";"E.2.B.4.2.C) Insussistenze passive v/terzi relative alle convenzioni con medici di base";54000.00;"26/01/2012";
"2010";"E02130";"E.2.B.4.2.D) Insussistenze passive v/terzi relative alle convenzioni per la specialistica";14000.00;"31/07/2013";
"2010";"E02135";"E.2.B.4.2.E) Insussistenze passive v/terzi relative all'acquisto prestaz. sanitarie da operatori accreditati";21714000.00;"31/07/2013";
"2010";"E02140";"E.2.B.4.2.F) Insussistenze passive v/terzi relative all'acquisto di beni e servizi";15738000.00;"31/07/2013";
"2010";"E02145";"E.2.B.4.2.G) Altre Insussistenze passive v/terzi";46150000.00;"31/07/2013";
"2010";"E02150";"E.2.B.5) Altri oneri straordinari";1347000.00;"07/04/2012";
"2010";"E99999";"Totale proventi e oneri straordinari (E)";2992000.00;"31/07/2013";
"2010";"X01000";"Risultato prima delle imposte (A - B +/- C +/- D +/- E)";-554741000.00;"31/07/2013";
"2010";"Y01000";"Y.1) IRAP";2627055000.00;"31/07/2013";
"2010";"Y01005";"Y.1.A) IRAP relativa a personale dipendente";2415318000.00;"31/07/2013";
"2010";"Y01010";"Y.1.B) IRAP relativa a collaboratori e personale assimilato a lavoro dipendente";133557000.00;"31/07/2013";
"2010";"Y01015";"Y.1.C) IRAP relativa ad attivita' di libera professione (intramoenia)";72826000.00;"31/07/2013";
"2010";"Y01020";"Y.1.D) IRAP relativa ad attivita' commerciali";5354000.00;"31/07/2013";
"2010";"Y02000";"Y.2) IRES";38890000.00;"31/07/2013";
"2010";"Y02005";"Y.2.A) IRES su attivita' istituzionale";33156000.00;"31/07/2013";
"2010";"Y02010";"Y.2.B) IRES su attivita' commerciale";5734000.00;"31/07/2013";
"2010";"Y03000";"Y.3) Accantonamento a F.do Imposte (Accertamenti, condoni, ecc.)";4235000.00;"19/03/2012";
"2010";"Y99999";"Totale imposte e tasse";2670180000.00;"31/07/2013";
"2010";"Z99999";"RISULTATO DI ESERCIZIO";-3224921000.00;"31/07/2013";
"2011";"A01000";"A.1)  Contributi in c/esercizio";106140000000.00;"04/06/2013";
"2011";"A01005";"A.1.A)  Contributi da Regione e Prov. Aut. per quota F.S. regionale";104508000000.00;"04/06/2013";
"2011";"A01010";"A.1.A.1)  da Regione e Prov. Aut. per quota F.S. regionale indistinto";102376000000.00;"04/06/2013";
"2011";"A01015";"A.1.A.2)  da Regione e Prov. Aut. per quota F.S. vincolato";2132462000.00;"04/06/2013";
"2011";"A01020";"A.1.B)  Contributi c/esercizio da enti pubblici  (EXTRA FONDO)";1565519000.00;"04/06/2013";
"2011";"A01025";"A.1.B.1)  da enti pubblici (extra fondo) vincolati";745639000.00;"04/06/2013";
"2011";"A01030";"A.1.B.1.1)  Contributi da Regione (extra fondo) vincolati";463830000.00;"04/06/2013";
"2011";"A01035";"A.1.B.1.2)  Contributi da altri enti pubblici (extra fondo) vincolati";139705000.00;"04/06/2013";
"2011";"A01045";"A.1.B.1.4)  Contributi in conto esercizio per ricerca corrente";104961000.00;"04/06/2013";
"2011";"A01050";"A.1.B.1.5)  Contributi in conto esercizio per ricerca finalizzata";37143000.00;"04/06/2013";
"2011";"A01055";"A.1.B.2)  da enti pubblici (extra fondo) - Altro";819880000.00;"04/06/2013";
"2011";"A01060";"A.1.B.2.1)  Contributi da Regione (extra fondo)  - Altro";773471000.00;"04/06/2013";
"2011";"A01065";"A.1.B.2.2)  Contributi da altri enti pubblici (extra fondo) - Altro";46409000.00;"04/06/2013";
"2011";"A01075";"A.1.C)  Contributi c/esercizio da enti privati";66071000.00;"15/03/2013";
"2011";"A02000";"A.2)   Proventi e ricavi diversi";5640283000.00;"04/06/2013";
"2011";"A02005";"A.2.A)  Ricavi per prestazioni sanitarie e sociosanitarie a rilevanza sanitaria";5299831000.00;"04/06/2013";
"2011";"A02010";"A.2.A.1)  Ricavi per prestazioni sanitarie e sociosanitarie erogate a soggetti pubblici";2400907000.00;"04/06/2013";
"2011";"A02015";"A.2.A.1.1)  Ricavi per prestaz. sanitarie  e sociosanitarie erogate ad  ASL, A.O., IRCCS e Policlinici della Regione";6814000.00;"02/07/2012";
"2011";"A02020";"A.2.A.1.1.A) Prestazioni di ricovero";2398000.00;"02/07/2012";
"2011";"A02025";"A.2.A.1.1.B) Prestazioni di specialistica ambulatoriale";5000.00;"28/06/2012";
"2011";"A02030";"A.2.A.1.1.C) Prestazioni di psichiatria residenziale e semiresidenziale";4411000.00;"02/07/2012";
"2011";"A02070";"A.2.A.1.2)   Ricavi per prestaz. sanitarie  e sociosanitarie  erogate ad altri soggetti pubblici";89157000.00;"04/06/2013";
"2011";"A02075";"A.2.A.1.3)   Ricavi per prestaz. sanitarie e sociosanitarie erogate a soggetti pubblici extra Regione";2304936000.00;"04/06/2013";
"2011";"A02080";"A.2.A.1.3.A) Prestazioni di ricovero";1664880000.00;"15/03/2013";
"2011";"A02085";"A.2.A.1.3.B) Prestazioni ambulatoriali";316060000.00;"04/06/2013";
"2011";"A02090";"A.2.A.1.3.C) Prestazioni di psichiatria non soggetta a compensazione (resid. e semiresid.)";2903000.00;"15/03/2013";
"2011";"A02095";"A.2.A.1.3.D) Prestazioni di File F";130243000.00;"15/03/2013";
"2011";"A02100";"A.2.A.1.3.E) Altre prestazioni sanitarie soggette a compensazione Extraregione";162159000.00;"04/06/2013";
"2011";"A02105";"A.2.A.1.3.E.1) Prestazioni servizi MMG, PLS, Contin. assistenziale Extraregione";20301000.00;"15/03/2013";
"2011";"A02110";"A.2.A.1.3.E.2) Prestazioni servizi farmaceutica conv enzionata Extraregione";68541000.00;"15/03/2013";
"2011";"A02115";"A.2.A.1.3.E.3) Prestazioni termali Extraregione";30134000.00;"15/03/2013";
"2011";"A02120";"A.2.A.1.3.E.4) Prestazioni trasporto ambulanze ed elisoccorso Extraregione";13941000.00;"04/06/2013";
"2011";"A02125";"A.2.A.1.3.E.5) Altre prestazioni sanitarie  Extraregione";29242000.00;"04/06/2013";
"2011";"A02130";"A.2.A.1.3.F) Altre prestazioni sanitarie e sociosanitarie non soggette a compensazione Extraregione";16572000.00;"15/03/2013";
"2011";"A02135";"A.2.A.1.3.F.1) Prestazioni di assistenza riabilitativa non soggetta a compensazione Extraregione";1285000.00;"15/03/2013";
"2011";"A02140";"A.2.A.1.3.F.2) Altre prestazioni sanitarie e socio-sanitarie non soggetta a compenzazione Extraregione";15287000.00;"15/03/2013";
"2011";"A02145";"A.2.A.1.3.G) Altre prestazioni sanitarie - Mobilita' attiva Internazionale";12119000.00;"29/06/2012";
"2011";"A02150";"A.2.A.2)  Ricavi per prestazioni sanitarie erogate da soggetti privati v/ residenti extraregione in compensazione (mobilita' attiva)";1067305000.00;"15/03/2013";
"2011";"A02155";"A.2.A.2.1)  Prestazioni di ricovero da priv. extraregione in compensazione (mobilita' attiva)";930410000.00;"15/03/2013";
"2011";"A02160";"A.2.A.2.2)  Prestazioni ambulatoriali da priv. extraregione in compensazione  (mobilita' attiva)";98176000.00;"15/03/2013";
"2011";"A02165";"A.2.A.2.3)  Prestazioni di File F da priv. extraregione in compensazione (mobilita' attiva)";20166000.00;"13/03/2013";
"2011";"A02170";"A.2.A.2.4)  Altre prestazioni sanitarie erogate da privati v/residenti extraregione in compensazione (mobilita' attiva)";18553000.00;"25/09/2012";
"2011";"A02175";"A.2.A.3)  Ricavi per prestazioni sanitarie erogate a soggetti privati";574754000.00;"04/06/2013";
"2011";"A02180";"A.2.A.4)  Ricavi per prestazioni sanitarie erogate in regime di intramoenia";1256865000.00;"04/06/2013";
"2011";"A02185";"A.2.A.4.1)  Ricavi per prestazioni sanitarie intramoenia - Area ospedaliera";312347000.00;"04/06/2013";
"2011";"A02190";"A.2.A.4.2)  Ricavi per prestazioni sanitarie intramoenia - Area specialistica";787049000.00;"04/06/2013";
"2011";"A02195";"A.2.A.4.3)  Ricavi per prestazioni sanitarie intramoenia - Area sanita' pubblica";12790000.00;"04/06/2013";
"2011";"A02200";"A.2.A.4.4)  Ricavi per prestazioni sanitarie intramoenia - Consulenze (ex art. 55 c.1 lett. c), d) ed ex Art. 57-58)";98696000.00;"04/06/2013";
"2011";"A02210";"A.2.A.4.6)  Ricavi per prestazioni sanitarie intramoenia - Altro";45983000.00;"04/06/2013";
"2011";"A02220";"A.2.B) Ricavi per prestazioni non sanitarie";99202000.00;"04/06/2013";
"2011";"A02225";"A.2.C) Altri proventi";241250000.00;"04/06/2013";
"2011";"A02230";"A.2.C.1)  Proventi non sanitari";90773000.00;"04/06/2013";
"2011";"A02235";"A.2.C.1.1) Affitti attivi ed altri proventi da attivita' immobiliari";54682000.00;"04/06/2013";
"2011";"A02239";"A.2.C.1.2) Altro";36091000.00;"04/06/2013";
"2011";"A02240";"A.2.C.2) Altri proventi diversi";150477000.00;"04/06/2013";
"2011";"A03000";"A.3)  Concorsi, recuperi e rimborsi per attivita' tipiche";995606000.00;"04/06/2013";
"2011";"A03005";"A.3.A) Rimborsi assicurativi";28369000.00;"04/06/2013";
"2011";"A03010";"A.3.B) Altri concorsi, recuperi e rimborsi per attivita' tipiche";967237000.00;"04/06/2013";
"2011";"A03015";"A.3.B.1) Concorsi, recuperi e rimborsi v/Asl-AO, IRCCS, Policlinici della Regione";5519000.00;"02/07/2012";
"2011";"A03020";"A.3.B.1.1) Rimborso degli oneri stipendiali del personale dipendente dell' azienda in posizione di comando in Asl-AO, IRCCS, Policlinici della Regione";4968000.00;"15/06/2012";
"2011";"A03025";"A.3.B.1.2) Rimborsi per acquisto beni da parte di  Asl-AO, IRCCS, Policlinici della Regione";72000.00;"02/07/2012";
"2011";"A03030";"A.3.B.1.3) Altri concorsi, recuperi e rimborsi per attivita' tipiche da parte di Asl-AO , IRCCS, Policlinici della Regione";479000.00;"28/06/2012";
"2011";"A03035";"A.3.B.2) Concorsi, recuperi e rimborsi v/altri Enti Pubblici";228585000.00;"04/06/2013";
"2011";"A03040";"A.3.B.2.1) Rimborso degli oneri stipendiali del personale  dipendente dell'azienda in posizione di comando v/altri Enti Pubblici";74721000.00;"04/06/2013";
"2011";"A03045";"A.3.B.2.2) Rimborsi per acquisto beni v/altri Enti Pubblici";29073000.00;"15/03/2013";
"2011";"A03050";"A.3.B.2.3) Altri concorsi, recuperi e rimborsi per attivita' tipiche v/Altri Enti Pubblici";124791000.00;"04/06/2013";
"2011";"A03055";"A.3.B.3) Concorsi, recuperi e rimborsi v/Regione";4005000.00;"02/07/2012";
"2011";"A03060";"A.3.B.3.1) Rimborso degli oneri stipendiali del personale dell'azienda in posizione di comando v/Regione";3825000.00;"02/07/2012";
"2011";"A03065";"A.3.B.3.2) Altri concorsi, recuperi e rimborsi per attivita' tipiche v/Regione";180000.00;"02/07/2012";
"2011";"A03070";"A.3.B.4) Concorsi, recuperi e rimborsi v/privati";729128000.00;"04/06/2013";
"2011";"A03075";"A.3.B.4.1) Rimborso da Aziende Farmaceutiche per Pay Back";406182000.00;"15/03/2013";
"2011";"A03080";"A.3.B.4.2) Altri concorsi, recuperi e rimborsi verso privati";322946000.00;"04/06/2013";
